titulo;autor;isbn;paginas;ano
Crônicas Para Jovens;Clarice Lispector;9788561384968;141;2010
Que país é este?;Affonso Romano de Sant'Anna;9788532500540;148;2010
A Rainha dos Condenados;Anne Rice;9788532500311;592;2009
Brisingr;Christopher Paolini;9788561384760;706;2009
Ciranda de Pedra;Lygia Fagundes Telles;9788535915389;224;2009
Memnoch;Anne Rice;9788532507532;348;2009
O Vampiro Lestat;Anne Rice;9788532509765;468;2009
Devoradores de Mortos;Michael Crichton;9788525417848;184;2009
A Fazenda Blackwood;Anne Rice;9788532517487;540;2009
Lasher;Anne Rice;9788532506047;576;2009
Taltos;Anne Rice;9788532506962;448;2009
A História do Ladrão de Corpos;Anne Rice;9788532504319;464;2009
Magya;Angie Sage;9788561384302;528;2009
A Solidão dos Números Primos;Paolo Giordano;9788532524720;288;2009
Você Sempre Jovem;Mehmet Oz;9788532523761;360;2009
A arte de recusar um original;Camilien Roy;9788532524003;143;2009
A Seita dos Assassinos;Licia Troisi;9788532516091;443;2009
O Amor é Fogo;Nora Ephron;9788532517203;189;2009
Desterrado;Michelle Paver;9788561384647;264;2009
A Estratégia Bancroft;Robert Ludlum;9788532517999;575;2009
Frenesi Polissilábico;Nick Hornby;9788532524072;264;2009
Em Outrolugar;Gabrielle Zevin;9788561384593;333;2009
A Sociedade literária e a torta de casca de batata; Mary Ann Shaffer;9788532524102;304;2009
Curupiras, sacis e outras criaturas fantásticas das florestas;Fábio Sombra;9788561384319;104;2009
As Palavras do Amor;Lisa See;9788532524034;360;2009
Do outro lado;Natsuo Kirino;9788532523914;544;2009
Passe de letra;Flávio Carneiro;9788532524256;268;2009
A bola, o Beto e a Bela;Laura van Boekel Cheola;9788562500008;24;2009
Caindo Sem Paraquedas;Louise Rennison;9788561384678;240;2009
A Ledora de Rendas;Brunonia Barry;9788532516060;400;2009
Código Criatura;Helena Gomes;9788561384135;299;2009
As Fantasias de Pronek;Aleksandar Hemon;9788532523990;232;2009
Uma outra chance para a felicidade;Anna Gavalda;9788532524188;504;2009
Aqui é o Melhor Lugar;Cecelia Ahern;9788532524171;382;2009
O Gênio da Negociação;Deepak Malhotra;9788532513823;408;2009
Rio antigo;Anatole Jelihovschi;9788532516053;521;2009
Filhos do Destino: O Ato Final...;Darren Shan;9788561384548;208;2009
Maré de Sangue;Melvin Burgess;9788532516046;376;2009
Pista Perigosa;Janet Evanovich;9788532524287;254;2009
MONTE VERITA;Gustavo Bernardo;9788561384692;104;2009
A Viúva Clicquot;Tilar J. Mazzeo;9788532524195;304;2009
Diário de Fernando;Frei Betto;9788532524270;280;2009
Os Corvos de Avalon;Marion Zimmer Bradley;9788532524300;480;2009
Luxo;Anna Godbersen;9788561384807;400;2009
Sedução Profana;Laurell K. Hamilton;9788532524447;496;2009
Fala Sério, Pai!;Thalita Rebouças;9788561384715;223;2009
O Parque dos Dinossauros;Michael Crichton;9788525418906;488;2009
O Reino da Água;Silvana Gandolfi;9780547154114;232;2009
Tiro indireto;Sandra Brown;nan;456;2009
O negociador;John Grisham;9788532524560;416;2009
Olhos secos;Bernardo Ajzenberg;9788532524546;184;2009
Minha Casa Mal-assombrada;Angie Sage;9788561384821;128;2009
Vamos Passear no Bosque;Ruth Rendell;9788532524010;392;2009
Voar;Angie Sage;9788561384777;512;2009
O Exército Perdido;Valerio Massimo Manfredi;9788532524539;320;2009
A Criação da Juventude;Jon Savage;9788532524157;560;2009
Noturno;Guillermo del Toro;9788532524638;464;2009
O Alquimista;Michael Scott;9788561384784;400;2009
A Luz Azul;Anna Sharp;9788532524065;136;2009
Inocência;Kathleen Tessaro;9788532523983;464;2009
Filha dos Tigres;Torey Hayden;9788532524133;304;2009
Monstros Invisíveis;Chuck Palahniuk;9788532524119;256;2009
A Cruz de Fogo;Diana Gabaldon;9788532524331;544;2009
A Cruz de Fogo;Diana Gabaldon;9788532524348;768;2009
32;Stella Florence;9788532524393;142;2009
As Duas Guerreiras;Licia Troisi;9788532524577;400;2009
O refúgio do príncipe;Eva Ibbotson;9788561384869;416;2009
O unitário;Pedro Puech;9788532524607;240;2009
Rio Escuro;John Twelve Hawks;9788532524089;386;2009
O contorno do Sol;Natália Nami;9788532524409;128;2009
A Dieta de Wall Street;Heather Bauer;9788532524461;319;2009
Sonhos de umas férias de verão;Gustavo Reiz;9788561384487;296;2009
No Bosque da Memória;Tana French;9788532524225;512;2009
A Grande História de Alexandre;Valerio Massimo Manfredi;9788561384630;656;2009
O Jardim Secreto de Eliza;Kate Morton;9788532524843;554;2009
Uma espada para o cavaleiro Horácio;Angie Sage;9788561384883;152;2009
Eu que Amo Tanto;Marilia Gabriela;9788532524553;126;2009
Os colecionadores;David Baldacci;9788532524751;432;2009
Os Prazeres e Desprazeres do Trabalho;Alain de Botton;9788532524669;328;2009
Felizes para sempre.;Augusto Pessoa.;9788532515681;74;2009
2ª Chance;James Patterson;9788532524706;352;2009
Um minuto para a Meia Noite;Michael Dobbs;9788532524324;448;2009
ELE não serve pra VOCÊ;Beth Wilson;9788532524485;318;2009
Última Palavra, A;Carlos Eduardo Leal;9788532524140;176;2009
A vontade e a fortuna;Carlos Fuentes;9788532524430;448;2009
O Projeto Lazarus;Aleksandar Hemon;9788532524515;304;2009
O homem que você vai ver;Eli Gottlieb;9788532524058;240;2009
A Identidade Bourne;Robert Ludlum;9788525419026;592;2009
Sol Nascente;Michael Crichton;9788525418029;400;2009
Se Eu Ficar;Gayle Forman;9788532524836;192;2009
Viajar no tempo;Angie Sage;9788561384890;528;2009
O Pacto;Gemma Malley;9788561384876;288;2009
O Campeonato;Flávio Carneiro;9788532524737;384;2009
Música Mundana;John Neschling;nan;190;2009
Vozes da Rua;Philip K. Dick;9788532524829;432;2009
É só um encontro; Greg Behrendt;9788532524454;272;2009
O Combate do Inverno;Jean-Claude Mourlevat;9788561384739;365;2009
O Pergaminho Secreto;Ronald Cutler;9788532519580;334;2009
A Paixão Segundo G.H.;Clarice Lispector;9788532508096;180;2009
Vários mundos;Paula Browne;9788561384531;223;2009
Clarice na Cabeceira;Clarice Lispector;9788532524874;254;2009
O Pau;Fernanda Young;9788532524959;182;2009
História das Prisões no Brasil;Clarissa Nunes Maia;9788532524478;316;2009
História das Prisões no Brasil - Volume II;Clarissa Nunes Maia;9788532524584;319;2009
Memórias do Abade Choisy vestido de mulher;Leonardo Fróes;9788532524027;160;2009
O Labirinto da Morte;Ariana Franklin;9788532524799;368;2009
Talvez uma história de amor;Martin Page;9788532524768;160;2009
Cântico de Sangue;Anne Rice;9788532521484;288;2009
Merrick;Anne Rice;9788532513144;336;2009
A História Secreta do Mundo;Jonathan Black;9788532524683;480;2009
A Gárgula;Andrew Davidson;9788532524218;496;2009
A Hora das Bruxas;Anne Rice;9788532504852;492;2009
A Hora das Bruxas;Anne Rice;9788532504869;488;2009
O Terceiro Jesus;Deepak Chopra;9788532524690;256;2009
Zeus;Sabina Colloredo;9788561384852;144;2009
Ortografia;Rocco;nan;168;2009
Simples filosofia;Pablo Capistrano;9788532524676;176;2009
Purgatório americano;John Haskell;9788532524355;244;2009
O Livro do Pastor;Joann Davis;9788532524744;184;2009
A Operação Pão de Queijo;DANIEL BALABAN;9788532524782;192;2009
Triângulos vermelhos;Angela Lago;nan;32;2009
Imortalidade Diária;Deepak Chopra;9788532524232;202;2009
Água Viva;Clarice Lispector;9788532508720;95;2009
O jogo de Calder;Blue Balliett;9788579800276;293;2009
A Via Crucis do Corpo;Clarice Lispector;9788532509505;78;2009
Submundos do sexo no Iluminismo;G. S. Rousseau e Roy Porter;9788532509666;352;2009
Todas as famílias felizes;Carlos Fuentes;9788532524508;344;2009
Um homem chamado Jesus;Frei Betto;9788532524867;382;2009
A Sociedade Literária e a Torta de Casca de Batatas;Annie Barrows e Mary Ann Shaffer;9788532524102;304;2009
Attack of the Fiend;Joseph Delaney;9780060891299;576;2009
O Álibi;Sandra Brown;9788525418975;478;2009
Valentões, fofoqueiros e falsos amigos;J. Alexander;9788561384128;126;2009
Laços de Família;Clarice Lispector;9788532508133;136;2009
Todas as Famílias Felizes;Carlos Fuentes;9788532524508;344;2009
Nada Certo em Saideperto;David Lee Stone;9788561384500;296;2009
Macaco;Jeff Stone;9788561396190;206;2009
Lá em cima na árvore;Margaret Atwood;nan;34;2009
Limite Zero;Joe Vitale;9788532524201;240;2009
O Experimento da Intenção;Lynne McTaggart;9788532525123;352;2009
Cristo Senhor;Anne Rice;9788532516084;208;2009
Bartleby, o escriturário;Herman Melville;9788579800016;96;2009
Os telhados de Teerã;Mahbod Seraji;9788532524980;384;2009
Cronicas da vida e da morte;Roberto da Matta;nan;233;2009
Academia 7;Rocco;nan;180;2009
Comer Animais;Jonathan Safran Foer;9788532526052;320;2009
Rodolfo e o Encanto de Natal;Rob Scotton;9788561384951;36;2009
A Sereia e o Caçador de Borboletas;Adriana Lisboa;nan;46;2009
Cachos e Tranças;Erich Kästner;9788561396046;176;2009
Atalhos para a felicidade espiritual;Za Rinponche e Ashley Nebelsieck;9788532524041;216;2009
Liberdade Emocional;Judith Orloff;9788532526243;462;2009
Além das montanhas;Chris Offutt;9788532515186;126;2009
O Lustre;Clarice Lispector;9788532509468;272;2009
Caco e o Dragão;Ian Ogilvy;9788561384616;272;2009
Caco e o Maloquim;Ian Ogilvy;9788561384913;304;2009
Faça Suas Escolhas;Dean Ornish;9788532524645;400;2009
A História de Amalia;David I. Kertzer;9788532524423;240;2009
Meditações Diárias para Mulheres Que Amam Demais;Robin Norwood;9788532524362;387;2009
A ARMADILHA DA AUTOESTIMA;Polly Young-Eisendrath;9788532524492;224;2009
Sedução Profana;Laurell K. Hamilton;9788532524447;496;2009
De Menina a Mulher IV;Drica Pinotti;9788561384609;184;2009
Está na Hora de se Ligar;Carolyn Hax;9788532520326;151;2009
MInha voz pela liberdade;Ani Chöying Drolma;9788532516213;192;2009
Harry Potter e as Relíquias da Morte;J.K. Rowling;9788532522610;552;2009
LIMITE ZERO;Joe Vitale;9788532524201;240;2009
Acampamento dos Horrores;Robert Lawrence Stine;9788561384654;144;2009
Dolores Dolorida;Vera Cotrim;9788562500015;40;2009
Outernet.;Rocco;nan;192;2009
A sereia e o encantador de borboletas;Adriana Lisboa;9788562500022;46;2009
Os Contos de Beedle, O Bardo;J.K. Rowling;9788532516015;128;2008
Eu que Amo Tanto;Marilia Gabriela;9788532507501;122;2008
Em caso de felicidade;David Foenkinos;9788532523365;184;2008
A Minha Versão da História;Will Davis;9788532523655;224;2008
Mundo Sem Fim;Ken Follett;9788532523020;944;2008
O Mistério da Estrela;Neil Gaiman;9788561384357;280;2008
O Recurso;John Grisham;9788532509123;384;2008
Slam;Nick Hornby;9788532523280;264;2008
Túneis;Roderick Gordon;9788561384326;478;2008
Fala Sério, Amiga!;Thalita Rebouças;9788561384296;216;2008
Belezas Perigosas;Libba Bray;9788561384234;324;2008
Micos de micaela;Angélica Lopes;9788561384098;116;2008
Tudo Por Um Feriado;Thalita Rebouças;9788532522160;206;2008
Os Tambores de Outono;Diana Gabaldon;9788532523730;544;2008
Os Tambores de Outono;Diana Gabaldon;9788532523747;504;2008
La Bodega;Noah Gordon;9788532522825;325;2008
Para Sempre de Azul;Ann Brashares;9788561384104;384;2008
As Revelações Picantes dos Grandes Chefs;Irvine Welsh;9788532522894;432;2008
A Descoberta do Mundo;Clarice Lispector;9788532509512;480;2008
Devorador de Almas;Michelle Paver;9788532522962;280;2008
Um Caso Para Miss Maple;Leonie Swann;9788532523648;339;2008
Minúsculos assassinatos e alguns copos de leite;Fal Azevedo;9788532523556;204;2008
De Cinderela a Superexecutica;Cary J. Broussard;9788532522917;260;2008
O diário de Rutka;Laskier Rutka;9788532523754;83;2008
Todas as cidades, a cidade;Renato Cordeiro Gomes;9788532523402;207;2008
Madame Oráculo;Margaret Atwood;9788532515254;320;2008
Só Para Mulheres;Clarice Lispector;9788532523457;160;2008
Xis-Tudo;Evandro Mesquita;9788532522429;216;2008
Celebridade;Chris Rojek;9788532521361;223;2008
O Violoncelista de Sarajevo;Steven Galloway;9788532523617;200;2008
Um Dinheiro Nada Fácil;Janet Evanovich;9788532522955;264;2008
Gigolô de Bibelôs;Waly Salomão;9788532520951;184;2008
Peixe grande;Daniel Wallace;9788532523006;184;2008
Sob o Sol da Toscana;Frances Mayes;9788525417855;304;2008
A Fascinação pelo Pior;Florian Zeller;9788532523297;168;2008
A Fascinação pelo Pior;Florian Zeller;9788532523297;168;2008
A Fascinação pelo Pior;Florian Zeller;9788532523297;168;2008
A Fascinação pelo Pior;Florian Zeller;9788532523297;168;2008
A Fascinação pelo Pior;Florian Zeller;9788532523297;165;2008
A Estrela de Kazan;Eva Ibbotson;9788561384081;337;2008
Encantos do Jardim;Sarah Addison Allen;9788532523938;238;2008
Lágrimas;Ruth Rendell;9788532523686;311;2008
Sem deixar rastros;sean doolittle;9788532523150;268;2008
Café-da-Manhã Com Tiffany;Edwin John Wintle;9788532521330;360;2008
Contos de humor;Artur Azevedo;9788561384395;141;2008
O último elfo;Silvana De Mari;9788561396039;272;2008
O Clã de Rhett Butler (Rhett Butler's People);Donald McCaig;9788532517234;512;2008
O Faraó das Areias;Valerio Massimo Manfredi;9788532523389;298;2008
Celebutantes;Amanda Goldberg;9788532523013;375;2008
1º a Morrer;James Patterson;9788532523310;374;2008
ESTILO IPANEMA;Carlos Scherr;9788532523891;159;2008
Assassinato na biblioteca;Helena Gomes;nan;256;2008
Aqui nos encontramos;John Berger;9788532523471;205;2008
Mundos Paralelos;Michio Kaku;9788532522764;372;2008
Um Desafio para Cross;James Patterson;9788532523976;256;2008
Sem Perdão;Ruth Rendell;9788532522900;448;2008
Akropolis;Valerio Massimo Manfredi;9788525417831;248;2008
Viagem ao fundo da sala;Tibor Fischer;9788532523341;256;2008
O Oposto do Amor;Julie Buxbaum;9788532523709;278;2008
Os Amores de Honey;Elmore Leonard;9788532523785;254;2008
Camel Club;David Baldacci;9788532523136;528;2008
Doce lamento;Lolly Winston;9788532523624;368;2008
O Teatro completo de Machado de Assis;Machado de Assis;9788561384456;114;2008
Decolando para a felicidade;Ruy Marra;9788532523495;101;2008
Decolando para a felicidade;Ruy Marra;9788532523495;104;2008
O Tradutor;Daoud Hari;9788532523969;194;2008
Em 68;Carlos Fuentes;9788532523143;160;2008
A caixa de granadilho;Janet Gleeson;9788532522924;434;2008
Na Própria Carne;Gillian Flynn;9788532522856;300;2008
Vulgo Grace;Margaret Atwood;9788532523532;512;2008
Jogos Perigosos;Joseph Finder;9788532521958;367;2008
Tempo Quente;Sandra Brown;9788532521316;432;2008
Senhor das Sombras: Ele É Destruição...;Darren Shan;9788561384432;192;2008
Assassinos da Alvorada: Os Caçadores Se Tornam a Caça;Darren Shan;9788532522979;184;2008
O Lago das Almas: Pescando a Morte;Darren Shan;9788561384241;232;2008
O Homem das sombras;Cody McFadyen;9788532523877;360;2008
Absurdistão;Gary Shteyngart;9788532523822;336;2008
As Redes da Ilusão;Amy Tan;9788532523273;448;2008
O Mensageiro de Atenas;Anne Zouroudi;9788532523815;267;2008
O que os Homens Querem e as Mulheres Precisam Saber;Steve Santagati;9788532523549;304;2008
Diário de escola;Daniel Pennac;9788532523723;240;2008
Golfe;Deepak Chopra;9788532522849;224;2008
Tristano morre;Antonio Tabucchi;9788532521231;189;2008
Confissões de um engraxate em Wall Street;Doug Stumpf;9788532523587;326;2008
Design Emocional;Donald A. Norman;9788532523327;278;2008
Quem ama literatura não estuda literatura;Joel Rufino dos Santos;9788532522245;199;2008
Pasta Mágica de Dragão;Silvana Gandolfi;9788532522375;208;2008
Uma Criança Surpreendente;Torey Hayden;9788532523433;226;2008
O segredo de Shakespeare;Jeniffer Lee Carrell;9788532521897;416;2008
PROSPERIDADE HARMÔNICA;James Arthur Ray;9788532513328;448;2008
O enigma vazio;Affonso Romano de Sant'Anna;9788532523679;335;2008
Amigos de Ontem, Hoje e Sempre;Beatrice Masini;9788561396138;128;2008
Que Coisa Irritante;Beatrice Masini;9788561396084;128;2008
Na Aula de Balé;Beatrice Masini;9788561396077;128;2008
Sob as Cinzas de Stalingrado;Marcelo Lacativa;9788532522269;252;2008
Emília Ventania em a Sereiazinha e o Monstro do Mar;Liz Kessler;9788561384173;191;2008
Contos De Amor e Ciume;Machado de Assis;9788561384043;176;2008
O Deus dos Animais;Aryn Kyle;9788532523358;376;2008
Minha vida com George;Judith Summers;9788532523426;256;2008
O último ogro;Silvana De Mari;9788561396091;696;2008
O Rabino;Noah Gordon;9788532504784;400;2008
As Cores do Mal;Jennifer Lynn Barnes;9788561384517;279;2008
Lucas;Kevin Brooks;9788561384203;384;2008
Tempo das Cerejas;Márcia Maia Conforti;9788561384180;118;2008
Como Sobreviver Na Escola;Bernadette Costa-prades;9788561384005;176;2008
POR QUE MARTE E VÊNUS COLIDEM; John Gray, Ph.D.;9788532523693;248;2008
Heranças;Silviano Santiago;9788532523525;397;2008
Arquitetura de Um Sonho;Nancy Horan;9788532523792;430;2008
Lenora;Heloisa Prieto;9788532521347;112;2008
Gênios do poder;David Baldacci;9788532523631;440;2008
Lulu vê Deus e duvida;DANIELLE GANEK;9788532523594;256;2008
O Ministério de Casos Especiais;Nathan Englander;9788532523570;440;2008
Payback;Margaret Atwood;9788532524775;185;2008
Tirando os Sapatos;Nilton Bonder;9788532523907;256;2008
Viagens de Gulliver;Jonathan Swift;9788532520159;240;2008
Nada a temer;Julian Barnes;9788532524805;256;2008
As Aventuras de um Coração Humano;William Boyd;9788532515711;512;2008
Multiplicidade;Rita Carter;9788532523945;280;2008
VILLA AIR-BEL, 1940;Rosemary Sullivan;9788532516039;528;2008
O ano dos três desejos;Noelle Oxenhandler;9788532524416;293;2008
O clã de Rhett Buttler;Donald McCraig;9788532517234;512;2008
Os fantasmas e a bruxa; Jacques Duquennoy;9788561384388;56;2008
As Setas do Cupido;Edith Templeton;9788532517265;257;2008
O Ritual de Bordeaux;Jean-Pierre Alaux;9788532522931;160;2008
Setembros de Shiraz;Dalia Sofer;9788532523167;288;2008
A Última Legião;Valerio Massimo Manfredi;9788525418449;415;2008
Deus Usa Batom;Karen Berg;9788532516022;254;2008
O gato subiu no telhado;Moisés Liporage;9788561384470;206;2008
Contos Populares Japoneses;Adriana Lisboa;9788561384272;86;2008
As marcas diabólicas;Douglas Preston;9788532522832;572;2008
Assasinato na Biblioteca;Helena Gomes;9788561384036;255;2008
Miss Corpus;Clay McLeod Chapman;9788532519498;224;2008
Malditas Mulheres;Jose El-Jaick;9788532523464;216;2008
O fantasista;Hernán Rivera Letelier;9788532523303;162;2008
O Teatro de Machado de Assis;Luiz Antonio Aguiar;9788561384456;141;2008
Como montar uma mulher-bomba;Luciana Pessanha;9788532511539;112;2008
Escarcéu no Beleléu;David Lee Stone;9788561384074;288;2008
Apenas um Herói;Daniel Frazão;9788532523129;207;2008
De Menina a Mulher 3;Drica Pinotti;9788561384463;176;2008
Criança Vodu;Tony Bradman;9788561384401;96;2008
De Menina a Mulher;Drica Pinotti;9788532522641;184;2008
RODOLFO E O TESOURO PERDIDO;ROB SCOTTON;9788561384111;36;2008
Colección de libros de poesía.;Francisco Azuela;9789995402129;356;2008
A Mulher no Corpo de Xamã;Barbara Tedlock;9788532523846;350;2008
Luisito;Susanna Tamaro;9788532516077;128;2008
Caco e o Mongirado;Ian Ogilvy;nan;168;2008
A segunda vida de Brás Cubas;Patrick Pessoa;9788532523662;288;2008
